"UsageDate","SubscriptionName","CostUSD","Cost","Currency"
"2026-02-01","","0","0","USD"
"2026-02-01","Digital Engineering Fabric Production","23259.2770701364","23259.2770701364","USD"
"2026-02-01","Digital Engineering TDD Datacenter Services Development","24.5315168732903","24.5315168732903","USD"
"2026-02-01","Shared SaaS","6503.40902491768","6503.40902491768","USD"
"2026-02-01","TCOLV-Transit","1475.34759356802","1475.34759356802","USD"
"2026-02-01","Digital Engineering Site Reliability Engineering Production","14744.2821685135","14744.2821685135","USD"
"2026-02-01","Information Technology My MGM Lite Production","412.57586757314","412.57586757314","USD"
"2026-02-01","Digital Engineering Itinerary Production","6379.32719567219","6379.32719567219","USD"
"2026-02-01","Digital Engineering Legacy Loyalty Development","4319.52169647967","4319.52169647967","USD"
"2026-02-01","AI Automation Development","125.049540651903","125.049540651903","USD"
"2026-02-01","Digital Engineering AIMLDS Production","995.096192289525","995.096192289525","USD"
"2026-02-01","Information Technology Employee Hub Production","2310.05182269835","2310.05182269835","USD"
"2026-02-01","Digital Engineering Quality Engineering Development","336.222244026885","336.222244026885","USD"
"2026-02-01","Digital Engineering Product Information Management Production","17184.0408806561","17184.0408806561","USD"
"2026-02-01","Digital Engineering CMP Development","58.8597458837781","58.8597458837781","USD"
"2026-02-01","Digital Engineering Content Search Development","19067.069781303","19067.069781303","USD"
"2026-02-01","Digital Engineering Booking Production","91668.6810282036","91668.6810282036","USD"
"2026-02-01","Digital Engineering Identity v2 Development","1478.83099309304","1478.83099309304","USD"
"2026-02-01","Digital Engineering Guest Services Development","20634.8941627546","20634.8941627546","USD"
"2026-02-01","Digital Engineering GraphQL Development","0.70843806","0.70843806","USD"
"2026-02-01","Digital Engineering Commit Purchase Production","1287377.77","1287377.77","USD"
"2026-02-01","Digital Engineering Product Information Management Development","3486.98095202241","3486.98095202241","USD"
"2026-02-01","TDD Platform Development","984.138985094262","984.138985094262","USD"
"2026-02-01","Digital Engineering CIG Loyalty Development","18301.0921246774","18301.0921246774","USD"
"2026-02-01","Digital Engineering CIG Data Development","59619.18598069","59619.18598069","USD"
"2026-02-01","Digital Engineering CIG Sandbox","88.4635637620283","88.4635637620283","USD"
"2026-02-01","Information Technology IAM Production","4.74538436562399","4.74538436562399","USD"
"2026-02-01","Digital Engineering Itinerary Development","1771.83557042258","1771.83557042258","USD"
"2026-02-01","Digital Engineering CIG Production","224.766392296329","224.766392296329","USD"
"2026-02-01","Digital Engineering Booking Development","27737.68949678","27737.68949678","USD"
"2026-02-01","Digital Engineering ICE Production","8983.15705061017","8983.15705061017","USD"
"2026-02-01","Digital Engineering Configuration Services Development","6959.04554084763","6959.04554084763","USD"
"2026-02-01","Digital Engineering CIG ResortTech Production","14452.7348897674","14452.7348897674","USD"
"2026-02-01","Digital Engineering Non Ecommerce Development","604.148569509564","604.148569509564","USD"
"2026-02-01","Information Technology Security Development","2736.79264440179","2736.79264440179","USD"
"2026-02-01","TDD Platform Sandbox","665.972392049752","665.972392049752","USD"
"2026-02-01","Digital Engineering Payment Development","39287.3867528941","39287.3867528941","USD"
"2026-02-01","Information Technology Gaming & Hospitality Development","1727.78235525533","1727.78235525533","USD"
"2026-02-01","Digital Engineering GraphQL Production","0.0027999","0.0027999","USD"
"2026-02-01","Digital Engineering ICE Development","4621.26068707599","4621.26068707599","USD"
"2026-02-01","Connectivity Edge","8630.22286071596","8630.22286071596","USD"
"2026-02-01","Digital Engineering Web Gen 3 Production","11428.7670077201","11428.7670077201","USD"
"2026-02-01","IT Security Development","24.7070087361","24.7070087361","USD"
"2026-02-01","Digital Engineering Intent Production","309.110584273527","309.110584273527","USD"
"2026-02-01","Digital Engineering Marketplace Purchase Development","2527660.15","2527660.15","USD"
"2026-02-01","TDD Platform Production","1309.35067169558","1309.35067169558","USD"
"2026-02-01","TDD Infrastructure Sandbox","0.68518807686","0.68518807686","USD"
"2026-02-01","Digital Engineering Event Infrastructure Development A","2092.41543713792","2092.41543713792","USD"
"2026-02-01","Digital Engineering Contentstack Production","1501.37142135235","1501.37142135235","USD"
"2026-02-01","TCOLV-Production","284.212357721709","284.212357721709","USD"
"2026-02-01","Digital Engineering Intent Development","1042.08423013047","1042.08423013047","USD"
"2026-02-01","Information Technology Security Production","13860.3771821506","13860.3771821506","USD"
"2026-02-01","Information Technology Gaming & Hospitality Production","309.618799656176","309.618799656176","USD"
"2026-02-01","Digital Engineering BetMGM Production","1911.10647233585","1911.10647233585","USD"
"2026-02-01","Digital Workspaces Services","0.04483512054","0.04483512054","USD"
"2026-02-01","Digital Engineering Site Reliability Engineering Development","5336.47150513218","5336.47150513218","USD"
"2026-02-01","Digital Engineering CRM Personalization QA","14747.4417267013","14747.4417267013","USD"
"2026-02-01","TCOLV-Test","2239.19105127218","2239.19105127218","USD"
"2026-02-01","TDD MarTech Services Production","13141.2641938052","13141.2641938052","USD"
"2026-02-01","Information Technology Employee Hub Development","958.615763618188","958.615763618188","USD"
"2026-02-01","TDD MarTech Services Development","1364.06941156049","1364.06941156049","USD"
"2026-02-01","Digital Engineering CIG Loyalty Production","54265.5853280369","54265.5853280369","USD"
"2026-02-01","MGM IAM Development","18.0991509408","18.0991509408","USD"
"2026-02-01","Digital Engineering Data Services Production","352232.207315261","352232.207315261","USD"
"2026-02-01","Production","10626.9137794829","10626.9137794829","USD"
"2026-02-01","Digital Engineering Sandbox","394.50130978247","394.50130978247","USD"
"2026-02-01","Digital Engineering Cloud FinOps Development","101.04512488914","101.04512488914","USD"
