"UsageDate","SubscriptionName","CostUSD","Cost","Currency"
"2025-10-01","","-5.81230719837922","-5.81230719837002","USD"
"2025-10-01","Digital Engineering Fabric Production","23256.7892036589","23256.7892036589","USD"
"2025-10-01","Digital Engineering TDD Datacenter Services Development","893.134052425161","893.134052425161","USD"
"2025-10-01","Shared SaaS","9144.75968463365","9144.75968463365","USD"
"2025-10-01","TCOLV-Transit","1631.03754332186","1631.03754332186","USD"
"2025-10-01","Digital Engineering Site Reliability Engineering Production","16081.0408113421","16081.0408113421","USD"
"2025-10-01","Information Technology My MGM Lite Production","456.490976671077","456.490976671077","USD"
"2025-10-01","Digital Engineering Itinerary Production","7669.37353171392","7669.37353171392","USD"
"2025-10-01","Digital Engineering Legacy Loyalty Development","4793.52542816708","4793.52542816708","USD"
"2025-10-01","Digital Engineering AIMLDS Production","1098.32882012166","1098.32882012166","USD"
"2025-10-01","Information Technology Employee Hub Production","2361.17037224313","2361.17037224313","USD"
"2025-10-01","Digital Engineering Quality Engineering Development","354.826227077598","354.826227077598","USD"
"2025-10-01","Digital Engineering Product Information Management Production","21059.8916812379","21059.8916812379","USD"
"2025-10-01","Digital Engineering CMP Development","598.115773863621","598.115773863621","USD"
"2025-10-01","Digital Engineering Content Search Development","19041.4425013894","19041.4425013894","USD"
"2025-10-01","Digital Engineering Booking Production","97047.4767577943","97047.4767577943","USD"
"2025-10-01","Digital Engineering Identity v2 Development","4551.12985849942","4551.12985849942","USD"
"2025-10-01","Digital Engineering Guest Services Development","18809.1637982327","18809.1637982327","USD"
"2025-10-01","Digital Engineering GraphQL Development","0.0040716","0.0040716","USD"
"2025-10-01","Digital Engineering Commit Purchase Production","27777.77","27777.77","USD"
"2025-10-01","Digital Engineering Product Information Management Development","4819.86676780495","4819.86676780495","USD"
"2025-10-01","TDD Platform Development","356.648518033645","356.648518033645","USD"
"2025-10-01","Digital Engineering CIG Loyalty Development","25014.2478896345","25014.2478896345","USD"
"2025-10-01","Digital Engineering CIG Data Development","67828.1867773076","67828.1867773076","USD"
"2025-10-01","Digital Engineering CIG Sandbox","72.465159774219","72.465159774219","USD"
"2025-10-01","Information Technology IAM Production","5.24134144627264","5.24134144627264","USD"
"2025-10-01","Digital Engineering Itinerary Development","2396.10279813408","2396.10279813408","USD"
"2025-10-01","Digital Engineering CIG Production","224.398275585278","224.398275585278","USD"
"2025-10-01","Digital Engineering Booking Development","34685.6613452985","34685.6613452985","USD"
"2025-10-01","Digital Engineering ICE Production","9749.95130278937","9749.95130278937","USD"
"2025-10-01","Digital Engineering Configuration Services Development","5388.87582148845","5388.87582148845","USD"
"2025-10-01","Digital Engineering CIG ResortTech Production","9808.89732510392","9808.89732510392","USD"
"2025-10-01","Digital Engineering Non Ecommerce Development","4051.0093029007","4051.0093029007","USD"
"2025-10-01","Information Technology Security Development","3440.85753857307","3440.85753857307","USD"
"2025-10-01","TDD Platform Sandbox","167.10197145591","167.10197145591","USD"
"2025-10-01","Digital Engineering Payment Development","36085.62804743","36085.62804743","USD"
"2025-10-01","Information Technology Gaming & Hospitality Development","1684.63458779634","1684.63458779634","USD"
"2025-10-01","Digital Engineering GraphQL Production","0.0039339","0.0039339","USD"
"2025-10-01","Digital Engineering ICE Development","4842.15894959806","4842.15894959806","USD"
"2025-10-01","Connectivity Edge","8281.81382008876","8281.81382008876","USD"
"2025-10-01","Digital Engineering Web Gen 3 Production","9785.15062973729","9785.15062973729","USD"
"2025-10-01","Digital Engineering Intent Production","339.531414934919","339.531414934919","USD"
"2025-10-01","Digital Engineering Marketplace Purchase Development","8598.97","8598.97","USD"
"2025-10-01","TDD Platform Production","1428.59470249203","1428.59470249203","USD"
"2025-10-01","Digital Engineering Event Infrastructure Development A","2220.75428739618","2220.75428739618","USD"
"2025-10-01","Digital Engineering Contentstack Production","1641.19839567949","1641.19839567949","USD"
"2025-10-01","TCOLV-Production","308.171077466471","308.171077466471","USD"
"2025-10-01","Digital Engineering Intent Development","1127.03461944192","1127.03461944192","USD"
"2025-10-01","Information Technology Security Production","16292.8078243652","16292.8078243652","USD"
"2025-10-01","Information Technology Gaming & Hospitality Production","482.348658638814","482.348658638814","USD"
"2025-10-01","Digital Engineering BetMGM Production","1156.44377936444","1156.44377936444","USD"
"2025-10-01","Digital Workspaces Services","0.0380168847","0.0380168847","USD"
"2025-10-01","Digital Engineering Site Reliability Engineering Development","14408.5510775209","14408.5510775209","USD"
"2025-10-01","Digital Engineering CRM Personalization QA","17404.5875471288","17404.5875471288","USD"
"2025-10-01","TCOLV-Test","2320.30625500618","2320.30625500618","USD"
"2025-10-01","TDD MarTech Services Production","2122.93985803188","2122.93985803188","USD"
"2025-10-01","Information Technology Employee Hub Development","1005.677649521","1005.677649521","USD"
"2025-10-01","TDD MarTech Services Development","1141.34934642145","1141.34934642145","USD"
"2025-10-01","Digital Engineering CIG Loyalty Production","51745.8959978671","51745.8959978671","USD"
"2025-10-01","Digital Engineering Data Services Production","246246.468191209","246246.468191209","USD"
"2025-10-01","Production","11809.5615454091","11809.5615454091","USD"
"2025-10-01","Digital Engineering Sandbox","1052.63142314326","1052.63142314326","USD"
"2025-10-01","Digital Engineering Cloud FinOps Development","104.409480020531","104.409480020531","USD"
"2025-10-01","Digital Engineering CMP Production","21350.6558541969","21350.6558541969","USD"
"2025-10-01","Digital Engineering Content Search Production","943.235998245173","943.235998245173","USD"
"2025-10-01","Digital Engineering Cloud FinOps Sandbox","130.198518909392","130.198518909392","USD"
"2025-10-01","Automation Services","54914.0161668697","54914.0161668697","USD"
"2025-10-01","Digital Engineering CIG ResortTech Development","20487.7578744092","20487.7578744092","USD"
"2025-10-01","Digital Engineering Configuration Services Production","13054.7125393006","13054.7125393006","USD"
"2025-10-01","Information Technology IAM Development","864.850891058551","864.850891058551","USD"
"2025-10-01","Microsoft Azure Enterprise","62955.4844589431","62955.4844589431","USD"
"2025-10-01","Digital Engineering Shopping Cart Development","2849.75273466299","2849.75273466299","USD"
"2025-10-01","Digital Engineering Payment Production","67379.7067961861","67379.7067961861","USD"
"2025-10-01","Information Technology Shared Services","73490.4428728797","73490.4428728797","USD"
"2025-10-01","Digital Engineering Shared Services","24159.9281375651","24159.9281375651","USD"
"2025-10-01","Digital Engineering Identity Development","2707.66457926608","2707.66457926608","USD"
"2025-10-01","Digital Engineering Guest Services Production","24056.1392472613","24056.1392472613","USD"
"2025-10-01","Digital Engineering Web Gen 3 Development","4135.99124629395","4135.99124629395","USD"
"2025-10-01","GraphQL Development","1914.25697488483","1914.25697488483","USD"
"2025-10-01","Digital Engineering Book Now Production","1636.98828185406","1636.98828185406","USD"
"2025-10-01","GraphQL QA","0.0003434742","0.0003434742","USD"
"2025-10-01","Digital Engineering Shopping Cart Production","5671.17044581354","5671.17044581354","USD"
