"UsageDate","SubscriptionName","CostUSD","Cost","Currency"
"2025-08-01","","-5.61598248019705","-5.61598248019401","USD"
"2025-08-01","Digital Engineering Fabric Production","23258.9022547413","23258.9022547413","USD"
"2025-08-01","Digital Engineering TDD Datacenter Services Development","301.935598472903","301.935598472903","USD"
"2025-08-01","Shared SaaS","8414.37763037147","8414.37763037147","USD"
"2025-08-01","TCOLV-Transit","1631.0905374852","1631.0905374852","USD"
"2025-08-01","Digital Engineering Site Reliability Engineering Production","15954.6050331584","15954.6050331584","USD"
"2025-08-01","Information Technology My MGM Lite Production","455.458622883","455.458622883","USD"
"2025-08-01","Digital Engineering Itinerary Production","8099.53231134127","8099.53231134127","USD"
"2025-08-01","Digital Engineering Legacy Loyalty Development","4821.61944599888","4821.61944599888","USD"
"2025-08-01","Digital Engineering AIMLDS Production","1097.77113008168","1097.77113008168","USD"
"2025-08-01","Information Technology Employee Hub Production","2577.41345391385","2577.41345391385","USD"
"2025-08-01","Digital Engineering Quality Engineering Development","351.771459879576","351.771459879576","USD"
"2025-08-01","Digital Engineering Product Information Management Production","21958.8134317505","21958.8134317505","USD"
"2025-08-01","Digital Engineering CMP Development","682.479457711633","682.479457711633","USD"
"2025-08-01","Digital Engineering Content Search Development","19064.8177414692","19064.8177414692","USD"
"2025-08-01","Digital Engineering Booking Production","97945.6080570549","97945.6080570549","USD"
"2025-08-01","Digital Engineering Identity v2 Development","4562.15526829214","4562.15526829214","USD"
"2025-08-01","Digital Engineering Guest Services Development","25327.7228217578","25327.7228217578","USD"
"2025-08-01","Digital Engineering GraphQL Development","648.141319085177","648.141319085177","USD"
"2025-08-01","Digital Engineering Commit Purchase Production","27777.77","27777.77","USD"
"2025-08-01","Digital Engineering Product Information Management Development","4952.0095640788","4952.0095640788","USD"
"2025-08-01","TDD Platform Development","0.000311562","0.000311562","USD"
"2025-08-01","Digital Engineering CIG Loyalty Development","20028.5676570117","20028.5676570117","USD"
"2025-08-01","Digital Engineering CIG Data Development","67452.0808613373","67452.0808613373","USD"
"2025-08-01","Digital Engineering CIG Sandbox","121.643938071765","121.643938071765","USD"
"2025-08-01","Information Technology IAM Production","160.792651242898","160.792651242898","USD"
"2025-08-01","Digital Engineering Itinerary Development","3100.01045421936","3100.01045421936","USD"
"2025-08-01","Digital Engineering CIG Production","224.658882776295","224.658882776295","USD"
"2025-08-01","Digital Engineering Booking Development","34483.5497784884","34483.5497784884","USD"
"2025-08-01","Digital Engineering ICE Production","9165.00026561334","9165.00026561334","USD"
"2025-08-01","Digital Engineering Configuration Services Development","5003.6694331316","5003.6694331316","USD"
"2025-08-01","Digital Engineering CIG ResortTech Production","11413.6349648629","11413.6349648629","USD"
"2025-08-01","Digital Engineering Non Ecommerce Development","4916.73873915335","4916.73873915335","USD"
"2025-08-01","Information Technology Security Development","2773.4292241193","2773.4292241193","USD"
"2025-08-01","Digital Engineering Payment Development","35099.0982298648","35099.0982298648","USD"
"2025-08-01","Information Technology Gaming & Hospitality Development","1566.05821653472","1566.05821653472","USD"
"2025-08-01","Digital Engineering GraphQL Production","0.0008397","0.0008397","USD"
"2025-08-01","Digital Engineering ICE Development","4913.50222909899","4913.50222909899","USD"
"2025-08-01","Connectivity Edge","8287.91000926729","8287.91000926729","USD"
"2025-08-01","Digital Engineering Web Gen 3 Production","10763.6338345163","10763.6338345163","USD"
"2025-08-01","Digital Engineering Intent Production","356.187281462034","356.187281462034","USD"
"2025-08-01","Digital Engineering Marketplace Purchase Development","52282.9","52282.9","USD"
"2025-08-01","TDD Platform Production","527.527116855573","527.527116855573","USD"
"2025-08-01","Digital Engineering Event Infrastructure Development A","2056.88065565166","2056.88065565166","USD"
"2025-08-01","Digital Engineering Contentstack Production","1833.64492171155","1833.64492171155","USD"
"2025-08-01","TCOLV-Production","308.146076608924","308.146076608924","USD"
"2025-08-01","Digital Engineering Intent Development","1128.17228076924","1128.17228076924","USD"
"2025-08-01","Information Technology Security Production","13991.166644821","13991.166644821","USD"
"2025-08-01","Information Technology Gaming & Hospitality Production","224.339354587223","224.339354587223","USD"
"2025-08-01","Digital Engineering BetMGM Production","1098.71796110132","1098.71796110132","USD"
"2025-08-01","Digital Workspaces Services","0.0086717331","0.0086717331","USD"
"2025-08-01","Digital Engineering Site Reliability Engineering Development","13745.515753514","13745.515753514","USD"
"2025-08-01","Digital Engineering CRM Personalization QA","19790.5512958094","19790.5512958094","USD"
"2025-08-01","TCOLV-Test","2321.04128213502","2321.04128213502","USD"
"2025-08-01","TDD MarTech Services Production","858.345779394755","858.345779394755","USD"
"2025-08-01","Information Technology Employee Hub Development","1321.30605014449","1321.30605014449","USD"
"2025-08-01","TDD MarTech Services Development","553.168304421982","553.168304421982","USD"
"2025-08-01","Digital Engineering CIG Loyalty Production","48574.7364075812","48574.7364075812","USD"
"2025-08-01","MGM IAM Development","244.331791141067","244.331791141067","USD"
"2025-08-01","Digital Engineering Data Services Production","222011.898175319","222011.898175319","USD"
"2025-08-01","Production","11754.0942529971","11754.0942529971","USD"
"2025-08-01","Digital Engineering Sandbox","6889.76036318566","6889.76036318566","USD"
"2025-08-01","Cloud Engineering Development","450","450","USD"
"2025-08-01","Digital Engineering Cloud FinOps Development","127.877943158226","127.877943158226","USD"
"2025-08-01","Digital Engineering CMP Production","15546.6808171158","15546.6808171158","USD"
"2025-08-01","Digital Engineering Content Search Production","962.886559508194","962.886559508194","USD"
"2025-08-01","Digital Engineering Cloud FinOps Sandbox","74.8424483959376","74.8424483959376","USD"
"2025-08-01","Automation Services","54914.005069927","54914.005069927","USD"
"2025-08-01","Digital Engineering CIG ResortTech Development","16130.8571661288","16130.8571661288","USD"
"2025-08-01","Digital Engineering Configuration Services Production","11003.7128548429","11003.7128548429","USD"
"2025-08-01","Information Technology IAM Development","751.98758985651","751.98758985651","USD"
"2025-08-01","Microsoft Azure Enterprise","63123.1229602012","63123.1229602012","USD"
"2025-08-01","Digital Engineering Shopping Cart Development","2896.26138207572","2896.26138207572","USD"
"2025-08-01","Digital Engineering Payment Production","49517.9277132725","49517.9277132725","USD"
"2025-08-01","Information Technology Shared Services","70000.804366151","70000.804366151","USD"
"2025-08-01","Cloud Engineering Production","0.0301365603","0.0301365603","USD"
"2025-08-01","Digital Engineering Shared Services","25092.1394417084","25092.1394417084","USD"
"2025-08-01","Digital Engineering Identity Development","2774.27922235175","2774.27922235175","USD"
"2025-08-01","TCOLV-Stage","0.000026136","0.000026136","USD"
"2025-08-01","Digital Engineering Guest Services Production","25278.7569284042","25278.7569284042","USD"
"2025-08-01","Digital Engineering Web Gen 3 Development","4201.85415289993","4201.85415289993","USD"
"2025-08-01","GraphQL Development","345.133932384745","345.133932384745","USD"
"2025-08-01","Digital Engineering Book Now Production","1657.49958222982","1657.49958222982","USD"
"2025-08-01","Digital Engineering Shopping Cart Production","5977.61503430836","5977.61503430836","USD"
"2025-08-01","Digital Engineering Non Ecommerce Production","16868.349477865","16868.349477865","USD"
"2025-08-01","TCOLV-Gaming","0.000083232","0.000083232","USD"
"2025-08-01","Enterprise Search Engine Optimization Production","0.0232360974","0.0232360974","USD"
"2025-08-01","Digital Engineering CIG Data Production","75325.5977637342","75325.5977637342","USD"
"2025-08-01","Digital Engineering Customer Production","25037.8099465395","25037.8099465395","USD"
"2025-08-01","Digital Engineering CRM Personalization Production","135523.820880223","135523.820880223","USD"
"2025-08-01","Digital Engineering Identity Production","20178.9683664473","20178.9683664473","USD"
"2025-08-01","Digital Engineering CRM Personalization Development","8709.07223977757","8709.07223977757","USD"
"2025-08-01","Digital Engineering Legacy Loyalty Production","16502.0587305995","16502.0587305995","USD"
"2025-08-01","MGM Horizon Development","0.0003643758","0.0003643758","USD"
"2025-08-01","Information Technology Platform Services Development","58.27356575388","58.27356575388","USD"
"2025-08-01","Digital Engineering CIG Development","199.715717245698","199.715717245698","USD"
"2025-08-01","Digital Engineering TDD Datacenter Services Production","0.00082458","0.00082458","USD"
"2025-08-01","Digital Engineering Book Now Development","1308.88013637307","1308.88013637307","USD"
"2025-08-01","DNS Services","337.483863618925","337.483863618925","USD"
"2025-08-01","TCOLV-Sandbox","88.7322490431845","88.7322490431845","USD"
"2025-08-01","Monitoring Services","0.00515163744","0.00515163744","USD"
"2025-08-01","Information Technology My MGM Lite Development","269.070306430255","269.070306430255","USD"
"2025-08-01","Enterprise Architecture Development","0.0170972973","0.0170972973","USD"
"2025-08-01","Digital Engineering Contentstack Development","3225.72445530019","3225.72445530019","USD"
"2025-08-01","TDD Platform Development","763.010520582555","763.010520582555","USD"
"2025-08-01","Digital Engineering Internal AI Development","0.00099414","0.00099414","USD"
"2025-08-01","Information Technology Point of Sale Development","4557.15678627778","4557.15678627778","USD"
"2025-08-01","Digital Engineering Customer Development","5092.7150912394","5092.7150912394","USD"
"2025-08-01","Digital Engineering Data Services Development","42766.4821068355","42766.4821068355","USD"
"2025-08-01","Digital Engineering AIMLDS Development","21864.0487511567","21864.0487511567","USD"
"2025-08-01","Digital Engineering Event Infrastructure Production","667.152055773099","667.152055773099","USD"
"2025-08-01","Microsoft Azure Enterprise","49.4999999999998","49.4999999999998","USD"
"2025-08-01","Digital Engineering Identity v2 Production","2581.16381164143","2581.16381164143","USD"
